character_id,skill_slug,level,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
clara,base_svarog_watches_over_you,5,0.84,0.84,,,,,,
clara,base_svarog_watches_over_you,6,0.9,0.9,,,,,,
clara,base_svarog_watches_over_you,7,0.975,0.975,,,,,,
clara,base_svarog_watches_over_you,8,1.05,1.05,,,,,,
clara,base_svarog_watches_over_you,9,1.125,1.125,,,,,,
clara,base_svarog_watches_over_you,10,1.2,1.2,,,,,,
clara,base_svarog_watches_over_you,11,1.26,1.26,,,,,,
clara,base_svarog_watches_over_you,12,1.32,1.32,,,,,,
clara,base_svarog_watches_over_you,13,1.38,1.38,,,,,,
clara,base_svarog_watches_over_you,14,1.44,1.44,,,,,,
clara,base_svarog_watches_over_you,15,1.5,1.5,,,,,,
cyrene,base_bloom_elysium_of_beyond,1,0.12,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,2,0.132,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,3,0.144,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,4,0.156,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,5,0.168,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,6,0.18,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,7,0.195,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,8,0.21,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,9,0.225,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,10,0.24,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,11,0.252,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,12,0.264,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,13,0.276,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,14,0.288,2,3,,,,,
cyrene,base_bloom_elysium_of_beyond,15,0.3,2,3,,,,,
cyrene,base_hearts_gather_as_one,1,1,0.1,27,24,12,,,
cyrene,base_hearts_gather_as_one,2,1,0.11,27,24,12,,,
cyrene,base_hearts_gather_as_one,3,1,0.12,27,24,12,,,
cyrene,base_hearts_gather_as_one,4,1,0.13,27,24,12,,,
cyrene,base_hearts_gather_as_one,5,1,0.14,27,24,12,,,
cyrene,base_hearts_gather_as_one,6,1,0.15,27,24,12,,,
cyrene,base_hearts_gather_as_one,7,1,0.1625,27,24,12,,,
cyrene,base_hearts_gather_as_one,8,1,0.175,27,24,12,,,
cyrene,base_hearts_gather_as_one,9,1,0.1875,27,24,12,,,
cyrene,base_hearts_gather_as_one,10,1,0.2,27,24,12,,,
cyrene,base_hearts_gather_as_one,11,1,0.21,27,24,12,,,
cyrene,base_hearts_gather_as_one,12,1,0.22,27,24,12,,,
cyrene,base_hearts_gather_as_one,13,1,0.23,27,24,12,,,
cyrene,base_hearts_gather_as_one,14,1,0.24,27,24,12,,,
cyrene,base_hearts_gather_as_one,15,1,0.25,27,24,12,,,
cyrene,base_lo_hope_takes_flight,1,0.25,1,,,,,,
cyrene,base_lo_hope_takes_flight,2,0.3,1,,,,,,
cyrene,base_lo_hope_takes_flight,3,0.35,1,,,,,,
cyrene,base_lo_hope_takes_flight,4,0.4,1,,,,,,
cyrene,base_lo_hope_takes_flight,5,0.45,1,,,,,,
cyrene,base_lo_hope_takes_flight,6,0.5,1,,,,,,
cyrene,base_lo_hope_takes_flight,7,0.55,1,,,,,,
cyrene,base_lo_hope_takes_flight,8,0.6,1,,,,,,
cyrene,base_lo_hope_takes_flight,9,0.65,1,,,,,,
cyrene,base_lo_hope_takes_flight,10,0.7,1,,,,,,
cyrene,base_peace_at_west_wind_s_end,1,30,0.5,,,,,,
cyrene,base_verse_vow,1,1,24,0.25,12,,,,
cyrene,base_verse_vow,2,1,24,0.275,12,,,,
cyrene,base_verse_vow,3,1,24,0.3,12,,,,
cyrene,base_verse_vow,4,1,24,0.325,12,,,,
cyrene,base_verse_vow,5,1,24,0.35,12,,,,
cyrene,base_verse_vow,6,1,24,0.375,12,,,,
cyrene,base_verse_vow,7,1,24,0.40625,12,,,,
cyrene,base_verse_vow,8,1,24,0.4375,12,,,,
cyrene,base_verse_vow,9,1,24,0.46875,12,,,,
cyrene,base_verse_vow,10,1,24,0.5,12,,,,
cyrene,base_verse_vow,11,1,24,0.525,12,,,,
cyrene,base_verse_vow,12,1,24,0.55,12,,,,
cyrene,base_verse_vow,13,1,24,0.575,12,,,,
cyrene,base_verse_vow,14,1,24,0.6,12,,,,
cyrene,base_verse_vow,15,1,24,0.625,12,,,,
cyrene,enhanced_reunion_at_first_sight,1,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,2,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,3,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,4,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,5,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,6,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,7,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,8,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,9,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,10,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,11,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,12,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,13,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,14,12,,,,,,,
cyrene,enhanced_reunion_at_first_sight,15,12,,,,,,,
cyrene,enhanced_to_love_and_tomorrow,1,0.15,3,0.15,,,,,
cyrene,enhanced_to_love_and_tomorrow,2,0.18,3,0.18,,,,,
cyrene,enhanced_to_love_and_tomorrow,3,0.21,3,0.21,,,,,
cyrene,enhanced_to_love_and_tomorrow,4,0.24,3,0.24,,,,,
cyrene,enhanced_to_love_and_tomorrow,5,0.27,3,0.27,,,,,
cyrene,enhanced_to_love_and_tomorrow,6,0.3,3,0.3,,,,,
cyrene,enhanced_to_love_and_tomorrow,7,0.33,3,0.33,,,,,
cyrene,enhanced_to_love_and_tomorrow,8,0.36,3,0.36,,,,,
cyrene,enhanced_to_love_and_tomorrow,9,0.39,3,0.39,,,,,
cyrene,enhanced_to_love_and_tomorrow,10,0.42,3,0.42,,,,,
dan_heng,base_cloudlancer_art_north_wind,1,0.5,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,2,0.6,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,3,0.7,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,4,0.8,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,5,0.9,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,6,1,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,7,1.1,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,8,1.2,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,9,1.3,,,,,,,
dan_heng,base_cloudlancer_art_north_wind,10,1.4,,,,,,,
dan_heng,base_cloudlancer_art_torrent,1,1.3,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,2,1.43,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,3,1.56,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,4,1.69,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,5,1.82,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,6,1.95,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,7,2.1125,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,8,2.275,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,9,2.4375,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,10,2.6,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,11,2.73,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,12,2.86,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,13,2.99,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,14,3.12,0.12,2,1,,,,
dan_heng,base_cloudlancer_art_torrent,15,3.25,0.12,2,1,,,,
dan_heng,base_ethereal_dream,1,2.4,0.72,,,,,,
dan_heng,base_ethereal_dream,2,2.56,0.768,,,,,,
dan_heng,base_ethereal_dream,3,2.72,0.816,,,,,,
dan_heng,base_ethereal_dream,4,2.88,0.864,,,,,,
dan_heng,base_ethereal_dream,5,3.04,0.912,,,,,,
dan_heng,base_ethereal_dream,6,3.2,0.96,,,,,,
dan_heng,base_ethereal_dream,7,3.4,1.02,,,,,,
dan_heng,base_ethereal_dream,8,3.6,1.08,,,,,,
dan_heng,base_ethereal_dream,9,3.8,1.14,,,,,,
dan_heng,base_ethereal_dream,10,4,1.2,,,,,,
dan_heng,base_ethereal_dream,11,4.16,1.248,,,,,,
dan_heng,base_ethereal_dream,12,4.32,1.296,,,,,,
dan_heng,base_ethereal_dream,13,4.48,1.344,,,,,,
dan_heng,base_ethereal_dream,14,4.64,1.392,,,,,,
dan_heng,base_ethereal_dream,15,4.8,1.44,,,,,,
dan_heng,base_splitting_spearhead,1,0.4,3,,,,,,
dan_heng,base_superiority_of_reach,1,0.18,2,,,,,,
dan_heng,base_superiority_of_reach,2,0.198,2,,,,,,
dan_heng,base_superiority_of_reach,3,0.216,2,,,,,,
dan_heng,base_superiority_of_reach,4,0.234,2,,,,,,
dan_heng,base_superiority_of_reach,5,0.252,2,,,,,,
dan_heng,base_superiority_of_reach,6,0.27,2,,,,,,
dan_heng,base_superiority_of_reach,7,0.2925,2,,,,,,
dan_heng,base_superiority_of_reach,8,0.315,2,,,,,,
dan_heng,base_superiority_of_reach,9,0.3375,2,,,,,,
dan_heng,base_superiority_of_reach,10,0.36,2,,,,,,
dan_heng,base_superiority_of_reach,11,0.378,2,,,,,,
dan_heng,base_superiority_of_reach,12,0.396,2,,,,,,
dan_heng,base_superiority_of_reach,13,0.414,2,,,,,,
dan_heng,base_superiority_of_reach,14,0.432,2,,,,,,
dan_heng,base_superiority_of_reach,15,0.45,2,,,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,1,1.8,0.84,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,2,1.92,0.896,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,3,2.04,0.952,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,4,2.16,1.008,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,5,2.28,1.064,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,6,2.4,1.12,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,7,2.55,1.19,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,8,2.7,1.26,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,9,2.85,1.33,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,10,3,1.4,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,11,3.12,1.456,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,12,3.24,1.512,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,13,3.36,1.568,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,14,3.48,1.624,2,3,,,,
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,15,3.6,1.68,2,3,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,1,0.5,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,2,0.6,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,3,0.7,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,4,0.8,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,5,0.9,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,6,1,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,7,1.1,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,8,1.2,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,9,1.3,,,,,,,
dan_heng_imbibitor_lunae,base_beneficent_lotus,10,1.4,,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,1,0.06,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,2,0.066,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,3,0.072,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,4,0.078,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,5,0.084,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,6,0.09,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,7,0.0975,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,8,0.105,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,9,0.1125,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,10,0.12,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,11,0.126,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,12,0.132,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,13,0.138,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,14,0.144,4,,,,,,
dan_heng_imbibitor_lunae,base_dracore_libre,15,0.15,4,,,,,,
dan_heng_imbibitor_lunae,base_heaven_quelling_prismadrakon,1,1,20,1.2,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,1,0.05,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,2,0.055,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,3,0.06,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,4,0.065,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,5,0.07,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,6,0.075,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,7,0.08125,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,8,0.0875,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,9,0.09375,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,10,0.1,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,11,0.105,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,12,0.11,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,13,0.115,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,14,0.12,6,,,,,,
dan_heng_imbibitor_lunae,base_righteous_heart,15,0.125,6,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,1,1.9,0.3,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,2,2.28,0.36,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,3,2.66,0.42,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,4,3.04,0.48,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,5,3.42,0.54,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,6,3.8,0.6,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,7,4.18,0.66,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,8,4.56,0.72,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,9,4.94,0.78,,,,,,
dan_heng_imbibitor_lunae,enhanced_divine_spear,10,5.32,0.84,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,1,2.5,0.9,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,2,3,1.08,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,3,3.5,1.26,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,4,4,1.44,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,5,4.5,1.62,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,6,5,1.8,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,7,5.5,1.98,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,8,6,2.16,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,9,6.5,2.34,,,,,,
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,10,7,2.52,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,1,1.3,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,2,1.56,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,3,1.82,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,4,2.08,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,5,2.34,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,6,2.6,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,7,2.86,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,8,3.12,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,9,3.38,,,,,,,
dan_heng_imbibitor_lunae,enhanced_transcendence,10,3.64,,,,,,,
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,1,1.5,0.4,2,0.14,100,3,3,0.4
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,2,1.65,0.44,2,0.1475,160,3,3,0.44
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,3,1.8,0.48,2,0.155,205,3,3,0.48
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,4,1.95,0.52,2,0.1625,250,3,3,0.52
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,5,2.1,0.56,2,0.17,280,3,3,0.56
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,6,2.25,0.6,2,0.176,310,3,3,0.6
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,7,2.4375,0.65,2,0.182,332.5,3,3,0.65
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,8,2.625,0.7,2,0.188,355,3,3,0.7
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,9,2.8125,0.75,2,0.194,377.5,3,3,0.75
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,10,3,0.8,2,0.2,400,3,3,0.8
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,11,3.15,0.84,2,0.206,422.5,3,3,0.84
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,12,3.3,0.88,2,0.212,445,3,3,0.88
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,13,3.45,0.92,2,0.218,467.5,3,3,0.92
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,14,3.6,0.96,2,0.224,490,3,3,0.96
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,15,3.75,1,2,0.23,512.5,3,3,1
dan_heng_permansor_terrae,base_aegis_vitae,1,0.5,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,2,0.6,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,3,0.7,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,4,0.8,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,5,0.9,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,6,1,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,7,1.1,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,8,1.2,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,9,1.3,,,,,,,
dan_heng_permansor_terrae,base_aegis_vitae,10,1.4,,,,,,,
dan_heng_permansor_terrae,base_earthrend,1,10,,,,,,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,1,0.07,50,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,2,0.07375,80,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,3,0.0775,102.5,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,4,0.08125,125,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,5,0.085,140,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,6,0.088,155,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,7,0.091,166.25,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,8,0.094,177.5,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,9,0.097,188.75,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,10,0.1,200,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,11,0.103,211.25,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,12,0.106,222.5,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,13,0.109,233.75,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,14,0.112,245,3,3,165,1,,
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,15,0.115,256.25,3,3,165,1,,
dan_heng_permansor_terrae,base_terra_omnibus,1,0.14,100,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,2,0.1475,160,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,3,0.155,205,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,4,0.1625,250,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,5,0.17,280,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,6,0.176,310,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,7,0.182,332.5,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,8,0.188,355,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,9,0.194,377.5,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,10,0.2,400,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,11,0.206,422.5,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,12,0.212,445,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,13,0.218,467.5,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,14,0.224,490,3,3,,,,
dan_heng_permansor_terrae,base_terra_omnibus,15,0.23,512.5,3,3,,,,
dr_ratio,base_cogito_ergo_sum,1,1.35,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,2,1.485,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,3,1.62,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,4,1.755,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,5,1.89,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,6,2.025,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,7,2.19375,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,8,2.3625,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,9,2.53125,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,10,2.7,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,11,2.835,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,12,2.97,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,13,3.105,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,14,3.24,0.4,0.2,,,,,
dr_ratio,base_cogito_ergo_sum,15,3.375,0.4,0.2,,,,,
dr_ratio,base_intellectual_midwifery,1,0.75,,,,,,,
dr_ratio,base_intellectual_midwifery,2,0.825,,,,,,,
dr_ratio,base_intellectual_midwifery,3,0.9,,,,,,,
dr_ratio,base_intellectual_midwifery,4,0.975,,,,,,,
dr_ratio,base_intellectual_midwifery,5,1.05,,,,,,,
dr_ratio,base_intellectual_midwifery,6,1.125,,,,,,,
dr_ratio,base_intellectual_midwifery,7,1.21875,,,,,,,
dr_ratio,base_intellectual_midwifery,8,1.3125,,,,,,,
dr_ratio,base_intellectual_midwifery,9,1.40625,,,,,,,
dr_ratio,base_intellectual_midwifery,10,1.5,,,,,,,
dr_ratio,base_intellectual_midwifery,11,1.575,,,,,,,
dr_ratio,base_intellectual_midwifery,12,1.65,,,,,,,
dr_ratio,base_intellectual_midwifery,13,1.725,,,,,,,
dr_ratio,base_intellectual_midwifery,14,1.8,,,,,,,
dr_ratio,base_intellectual_midwifery,15,1.875,,,,,,,
dr_ratio,base_mind_is_might,1,0.5,,,,,,,
dr_ratio,base_mind_is_might,2,0.6,,,,,,,
dr_ratio,base_mind_is_might,3,0.7,,,,,,,
dr_ratio,base_mind_is_might,4,0.8,,,,,,,
dr_ratio,base_mind_is_might,5,0.9,,,,,,,
dr_ratio,base_mind_is_might,6,1,,,,,,,
dr_ratio,base_mind_is_might,7,1.1,,,,,,,
dr_ratio,base_mind_is_might,8,1.2,,,,,,,
dr_ratio,base_mind_is_might,9,1.3,,,,,,,
dr_ratio,base_mind_is_might,10,1.4,,,,,,,
dr_ratio,base_mold_of_idolatry,1,10,1,0.15,2,,,,
dr_ratio,base_syllogistic_paradox,1,1.44,2,,,,,,
dr_ratio,base_syllogistic_paradox,2,1.536,2,,,,,,
dr_ratio,base_syllogistic_paradox,3,1.632,2,,,,,,
dr_ratio,base_syllogistic_paradox,4,1.728,2,,,,,,
dr_ratio,base_syllogistic_paradox,5,1.824,2,,,,,,
dr_ratio,base_syllogistic_paradox,6,1.92,2,,,,,,
dr_ratio,base_syllogistic_paradox,7,2.04,2,,,,,,
dr_ratio,base_syllogistic_paradox,8,2.16,2,,,,,,
dr_ratio,base_syllogistic_paradox,9,2.28,2,,,,,,
dr_ratio,base_syllogistic_paradox,10,2.4,2,,,,,,
dr_ratio,base_syllogistic_paradox,11,2.496,2,,,,,,
dr_ratio,base_syllogistic_paradox,12,2.592,2,,,,,,
dr_ratio,base_syllogistic_paradox,13,2.688,2,,,,,,
dr_ratio,base_syllogistic_paradox,14,2.784,2,,,,,,
dr_ratio,base_syllogistic_paradox,15,2.88,2,,,,,,
evanescia,base_discipline_inevitable_judgment,1,1,2.4,1.2,5,,,,
evanescia,base_discipline_inevitable_judgment,2,1,2.64,1.32,5,,,,
evanescia,base_discipline_inevitable_judgment,3,1,2.88,1.44,5,,,,
evanescia,base_discipline_inevitable_judgment,4,1,3.12,1.56,5,,,,
evanescia,base_discipline_inevitable_judgment,5,1,3.36,1.68,5,,,,
evanescia,base_discipline_inevitable_judgment,6,1,3.6,1.8,5,,,,
evanescia,base_discipline_inevitable_judgment,7,1,3.9,1.95,5,,,,
evanescia,base_discipline_inevitable_judgment,8,1,4.2,2.1,5,,,,
evanescia,base_discipline_inevitable_judgment,9,1,4.5,2.25,5,,,,
evanescia,base_discipline_inevitable_judgment,10,1,4.8,2.4,5,,,,
evanescia,base_discipline_inevitable_judgment,11,1,5.04,2.52,5,,,,
evanescia,base_discipline_inevitable_judgment,12,1,5.28,2.64,5,,,,
evanescia,base_discipline_inevitable_judgment,13,1,5.52,2.76,5,,,,
evanescia,base_discipline_inevitable_judgment,14,1,5.76,2.88,5,,,,
evanescia,base_discipline_inevitable_judgment,15,1,6,3,5,,,,
evanescia,base_martyred_memory_of_the_lost,1,1,20,,,,,,
evanescia,base_schoolwork_surprise_inspection,1,0.5,,,,,,,
evanescia,base_schoolwork_surprise_inspection,2,0.6,,,,,,,
evanescia,base_schoolwork_surprise_inspection,3,0.7,,,,,,,
