character_id,skill_slug,skill_name,skill_form,skill_type,skill_tag,energy_gen,skill_point_cost,wb_single,wb_aoe,wb_bounce,max_level,description
dan_heng_imbibitor_lunae,base_azure_s_aqua_ablutes_all,Azure's Aqua Ablutes All,base,Ultimate,Blast,5,0,60,0,60,15,"Uses a 3-hit attack and deals Imaginary DMG equal to 360% of Dan Heng • Imbibitor Lunae's ATK to one designated enemy target. At the same time, deals Imaginary DMG equal to 168% of Dan Heng • Imbibitor Lunae's ATK to adjacent targets. Then, obtains 2 ""Squama Sacrosancta."" It's possible to hold up to 3 ""Squama Sacrosancta,"" which can be used to offset Dan Heng • Imbibitor Lunae's consumption of skill points. Consuming ""Squama Sacrosancta"" is considered equivalent to consuming skill points."
dan_heng_imbibitor_lunae,enhanced_divine_spear,Divine Spear,enhanced,Basic ATK,Blast,35,2,90,0,30,10,"Uses a 5-hit attack and deals Imaginary DMG equal to 532% of Dan Heng • Imbibitor Lunae's ATK to one designated enemy target. From the fourth hit onward, simultaneously deals Imaginary DMG equal to 84% of Dan Heng • Imbibitor Lunae's ATK to adjacent targets."
dan_heng_imbibitor_lunae,enhanced_fulgurant_leap,Fulgurant Leap,enhanced,Basic ATK,Blast,40,3,120,0,60,10,"Uses a 7-hit attack and deals Imaginary DMG equal to 700% of Dan Heng • Imbibitor Lunae's ATK to one designated enemy target. From the fourth hit onward, simultaneously deal Imaginary DMG equal to 252% of Dan Heng • Imbibitor Lunae's ATK to adjacent targets."
dan_heng_imbibitor_lunae,enhanced_transcendence,Transcendence,enhanced,Basic ATK,Single ATK,30,1,60,0,0,10,Uses a 3-hit attack and deals Imaginary DMG equal to 364% of Dan Heng • Imbibitor Lunae's ATK to one designated enemy target.
dan_heng_permansor_terrae,base_aegis_vitae,Aegis Vitae,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Physical DMG equal to 140% of Dan Heng • Permansor Terrae's ATK to one designated enemy.
dan_heng_permansor_terrae,base_terra_omnibus,Terra Omnibus,base,Skill,Defence,30,1,0,0,0,15,"Designates one ally character as the ""Bondmate"" and provides all allies with a Shield that can offset DMG equal to 23% of Dan Heng • Permansor Terrae's ATK plus 512.5 for 3 turn(s). When repeatedly receiving Dan Heng • Permansor Terrae's Shield, can stack the Shield Effect, but it will not exceed 300% of the current Shield provided by Skill. ""Bondmate"" only applies to the most recent target of Dan Heng • Permansor Terrae's Skill."
dan_heng_permansor_terrae,base_of_virtue_forms_unfold,"Of Virtue, Forms Unfold",base,Talent,Defence,0,0,0,60,0,15,"When an ally character becomes the ""Bondmate,"" Dan Heng • Permansor Terrae summons ""Souldragon"" for them, which has an initial SPD of 165. When ""Souldragon"" takes action, dispels 1 debuff(s) from all allies and provides a Shield that can offset DMG equal to 11.5% of Dan Heng • Permansor Terrae's ATK plus 256.25 for 3 turn(s). The Shield Effect provided by Dan Heng • Permansor Terrae and ""Souldragon"" can be stacked, but it will not exceed 300% of the Shield provided by Dan Heng • Permansor Terrae's Skill. When Dan Heng • Permansor Terrae or the ""Bondmate"" is knocked down, ""Souldragon"" disappears."
dan_heng_permansor_terrae,base_earthrend,Earthrend,base,Technique,Impair,0,0,0,0,0,1,"After using Technique, gains ""Bondmate"" and inflict Daze on enemies within a certain area for 10 second(s). Dazed enemies will not actively attack ally targets. When switching the active character, ""Bondmate"" transfers to the current active character. At the start of the next battle, automatically uses Skill 1 time on the character with ""Bondmate"" without consuming any Skill Points."
dan_heng_permansor_terrae,base_a_dragon_s_zenith_knows_no_rue,A Dragon's Zenith Knows No Rue,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Physical DMG equal to 375% of Dan Heng • Permansor Terrae's ATK to all enemies, and provides a Shield to all allies that can offset DMG equal to 23% of Dan Heng • Permansor Terrae's ATK plus 512.5, lasting for 3 turn(s). When repeatedly receiving Dan Heng • Permansor Terrae's Shield, can stack the Shield Effect, but it will not exceed 300% of the current Shield provided by Skill. ""Souldragon"" becomes enhanced. When ""Souldragon"" takes action, launches Follow-Up ATK, dealing Physical DMG to all enemies equal to 100% of Dan Heng • Permansor Terrae's ATK and Additional DMG of the Bondmate's Type to all enemies equal to 100% of the Bondmate's ATK. The enhancement lasts for 2 ""Souldragon"" action(s)."
dr_ratio,base_mind_is_might,Mind is Might,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Imaginary DMG equal to 140% of Dr. Ratio's ATK to one designated enemy target.
dr_ratio,base_intellectual_midwifery,Intellectual Midwifery,base,Skill,Single ATK,30,1,60,0,0,15,Deals Imaginary DMG equal to 187.5% of Dr. Ratio's ATK to one designated enemy target.
dr_ratio,base_cogito_ergo_sum,"Cogito, Ergo Sum",base,Talent,Single ATK,5,0,30,0,0,15,"When using his Skill, Dr. Ratio has a 40% fixed chance of launching a Follow-Up ATK against his target for 1 time, dealing Imaginary DMG equal to 337.5% of Dr. Ratio's ATK. For each debuff the target enemy has, the fixed chance of launching Follow-Up ATK increases by 20%. If the target enemy is defeated before the Follow-Up ATK triggers, the Follow-Up ATK will be directed at a single random enemy instead."
dr_ratio,base_mold_of_idolatry,Mold of Idolatry,base,Technique,Impair,0,0,0,0,0,1,"After using Technique, creates a Special Dimension that Taunts nearby enemies, lasting for 10 second(s). After entering battle with enemies in this Special Dimension, there is a 100% base chance to reduce each single enemy target's SPD by 15% for 2 turn(s). Only 1 Dimension Effect created by allies can exist at the same time."
dr_ratio,base_syllogistic_paradox,Syllogistic Paradox,base,Ultimate,Single ATK,5,0,90,0,0,15,"Deals Imaginary DMG equal to 288% of Dr. Ratio's ATK to one designated enemy target and applies ""Wiseman's Folly."" When Dr. Ratio's teammates attack a target afflicted with ""Wiseman's Folly,"" Dr. Ratio launches 1 instance of his Talent's Follow-Up ATK against this target. ""Wiseman's Folly"" can be triggered for up to 2 times and only affects the most recent target of Dr. Ratio's Ultimate. This trigger count resets after Dr. Ratio's Ultimate is used."
evanescia,base_schoolwork_surprise_inspection,Schoolwork: Surprise Inspection,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Physical DMG equal to 140% of Evanescia's ATK to one designated enemy.
evanescia,base_discipline_inevitable_judgment,Discipline: Inevitable Judgment,base,Skill,Blast,30,1,60,0,30,15,Deals Physical DMG equal to 600% of Evanescia's ATK to one designated enemy and Physical DMG equal to 300% of Evanescia's ATK to adjacent targets. Additionally gains 5 Punchline point(s).
evanescia,base_youth_timeless_radiance,Youth: Timeless Radiance,base,Talent,Enhance,0,0,0,30,0,15,"Evanescia gains Elation equal to 25% of her CRIT DMG. When Evanescia gains Energy, she simultaneously gains an equal amount of ""Certified Banger."" When Evanescia gains ""Certified Banger,"" she simultaneously gains an equal amount of Energy. The ""Certified Banger"" gained through this method in a single instance cannot exceed 100 points. When Evanescia possesses ""Certified Banger"": Using her Skill deals Physical Elation DMG equal to 20% to the attacked enemy target. Using her Ultimate deals Physical Elation DMG equal to 27.5% to all enemies and deals Physical Elation DMG equal to 31.5% to one random enemy target. When ""Certified Banger"" is at Max Energy or less, the Ultimate is considered as having an amount of ""Certified Banger"" equal to Max Energy. When her Energy is accumulated to 240, ""Fox Teacher"" deals 31.25% Physical Elation DMG to all enemies and regenerates 10 Energy to Evanescia and clears the accumulated value."
evanescia,base_martyred_memory_of_the_lost,Martyred: Memory of the Lost,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks all enemies within a certain range. After entering combat, deals Physical DMG equal to 100% of Evanescia's ATK to all enemies and gains 20 point(s) of ""Certified Banger."""
evanescia,base_swordsong_hew_gods_slay_devils,"Swordsong: Hew Gods, Slay Devils",base,Ultimate,AoE ATK,5,0,15,60,0,15,"Deals Physical DMG equal to 288% of Evanescia's ATK to all enemies, then deals 5 instances of DMG, with each instance dealing Physical DMG equal to 192% of Evanescia's ATK to one random enemy target."
evanescia,enhanced_scarlet_sombre_rend,Scarlet: Sombre Rend,enhanced,Elation DMG,AoE ATK,5,0,0,60,0,15,"Deals Physical Elation DMG equal to 125% to all enemies and additionally gains 10 point(s) of ""Certified Banger""."
evernight,base_time_thence_blurs,Time Thence Blurs,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Ice DMG equal to 70% of Evernight's Max HP to one designated enemy.
evernight,base_day_gently_slips,Day Gently Slips,base,Skill,Summon,30,0,0,0,0,15,"Consumes 10% of Evernight's current HP to summon memosprite Evey and increases CRIT DMG of all ally memosprites by an amount equal to 30% of Evernight's CRIT DMG for 2 turn(s). This duration decreases by 1 at the start of Evernight's every turn. If Evey is already on the field, restores its HP by 50% of its Max HP. When using this, gains 2 point(s) of ""Memoria."" If in the ""Darkest Riddle"" state, gains 12 additional point(s) of ""Memoria."""
evernight,base_with_me_this_night,"With Me, This Night",base,Talent,Enhance,0,0,0,0,0,15,"When entering combat, summons memosprite Evey. Evey has an initial SPD of 160 and its Max HP equals to 50% of that of Evernight's. Each time Evernight or Evey loses HP, increases CRIT DMG for Evernight and Evey by 75% for 2 turn(s), and gains 2 ""Memoria."" This effect can trigger only once per target for each received attack. When Evernight has 16 or more points of ""Memoria,"" dispels Crowd Control debuffs and becomes immune to them. If Evey is on the field, it immediately takes action. The immediate action effect can only trigger again after Evey uses ""Dream, Dissolving, as Dew."""
evernight,base_let_it_rain_cold_on_thee,Let it Rain Cold On Thee,base,Technique,Support,0,0,0,0,0,1,"After using Technique, at the start of the next battle, obtains the same effect as the one from Skill that increases CRIT DMG for all ally memosprites, and gains 1 ""Memoria."""
evernight,base_o_wakeful_world_goodnight,"O Wakeful World, Goodnight",base,Ultimate,AoE ATK,5,0,0,90,0,15,"Summons memosprite Evey. Then Evey deals Ice DMG to all enemies equal to 250% of Evey's Max HP and Evernight enters the ""Darkest Riddle"" state. During this state, all enemies take 37.5% increased DMG while both Evernight and Evey deal 75% increased DMG and are immune to Crowd Control debuffs. Gains 2 point(s) of Charge for ""Darkest Riddle."" And Evey consumes 1 point after it uses ""Dream, Dissolving, as Dew."" At the start of Evernight's turn, if no Charge remains, exits the ""Darkest Riddle"" state."
evernight,enhanced_day_gently_slips,Day Gently Slips,enhanced,Skill,Support,30,0,0,0,0,15,
feixiao,base_boltsunder,Boltsunder,base,Basic ATK,Single ATK,0,0,30,0,0,10,Deals Wind DMG equal to 140% of Feixiao's ATK to one designated enemy target.
feixiao,base_waraxe,Waraxe,base,Skill,Single ATK,0,1,60,0,0,15,"Deals Wind DMG equal to 250% of Feixiao's ATK to one designated enemy target. Then, immediately launches 1 extra instance of Talent's Follow-Up ATK against the target."
feixiao,base_thunderhunt,Thunderhunt,base,Talent,Single ATK,0,0,15,0,0,15,"Can activate Ultimate when ""Flying Aureus"" reaches 6 points, accumulating up to 12 points. Feixiao gains 1 point of ""Flying Aureus"" for every 2 attacks by ally targets. Feixiao's Ultimate attacks do not count towards this number. After Feixiao's teammates attack an Enemy target, Feixiao immediately launches Follow-Up ATK against the primary target, dealing Wind DMG equal to 137.5% of Feixiao's ATK. If there is no primary target available to attack, Feixiao attacks a single random enemy instead. This effect can only trigger once per turn and the trigger count resets at the start of Feixiao's turn. When using this attack, increases DMG dealt by this unit by 75%, lasting for 2 turn(s)."
feixiao,base_stormborn,Stormborn,base,Technique,Enhance,0,0,0,0,0,1,"After using Technique, enters the ""Onrush"" state, lasting for 20 seconds. While in ""Onrush,"" pulls in enemies within a certain range, and increases this unit's movement speed by 50%. After entering battle, gains 1 point(s) of ""Flying Aureus."" While in ""Onrush,"" actively attacking will start battle with all pulled enemies. After entering battle, deals Wind DMG equal to 200% of Feixiao's ATK to all enemies at the start of each wave. This DMG is guaranteed to CRIT. If more than 1 enemy is pulled in, increases the multiplier of this DMG by 100% for each additional enemy pulled in, up to a maximum of 1000%."
feixiao,base_terrasplit,Terrasplit,base,Ultimate,Single ATK,0,0,90,0,0,15,"Deals Wind DMG to one designated enemy target, up to 849% of Feixiao's ATK. During this time, can ignore Weakness Type to reduce the target's Toughness. When the target is not Weakness Broken, Feixiao's Weakness Break Efficiency increases by 100%. During the attack, Feixiao first launches ""Boltsunder Blitz"" or ""Waraxe Skyward"" on the target, for a total of 6 time(s). At the end, deals Wind DMG equal to 192% of Feixiao's ATK to the target."
feixiao,enhanced_boltsunder_blitz,Boltsunder Blitz,enhanced,Ultimate,Single ATK,0,0,15,0,0,15,"Deals Wind DMG equal to 72% of Feixiao's ATK to the chosen target. If the target is Weakness Broken, the DMG multiplier increases by 37.5%."
feixiao,enhanced_terrasplit,Terrasplit,enhanced,Ultimate,Single ATK,0,0,0,0,0,15,
feixiao,enhanced_waraxe_skyward,Waraxe Skyward,enhanced,Ultimate,Single ATK,0,0,15,0,0,15,"Deals Wind DMG equal to 72% of Feixiao's ATK to the chosen target. If the target is not Weakness Broken, the DMG multiplier increases by 37.5%."
firefly,base_order_flare_propulsion,Order: Flare Propulsion,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of SAM's ATK to one designated enemy target.
firefly,base_order_aerial_bombardment,Order: Aerial Bombardment,base,Skill,Single ATK,0,1,60,0,0,15,"Consumes HP equal to 40% of this unit's Max HP and regenerates a fixed amount of Energy equal to 65% of this unit's Max Energy. Deals Fire DMG equal to 250% of SAM's ATK to one designated enemy target. If the current HP is not sufficient, reduces SAM's HP to 1 when using this Skill. Advances this unit's next Action by 25%."
firefly,base_chrysalid_pyronexus,Chrysalid Pyronexus,base,Talent,Defence,0,0,0,0,0,15,"The lower the HP, the less DMG received. When HP is 20% or lower, the DMG Reduction reaches its maximum effect, reducing up to 50%. During the Complete Combustion, the DMG Reduction remains at its maximum effect, and the Effect RES increases by 40%. If Energy is lower than 50% when the battle starts, regenerates Energy to 50%. Once Energy is regenerated to its maximum, dispels all debuffs on this unit."
firefly,base_order_meteoric_incineration,Δ Order: Meteoric Incineration,base,Technique,Maze ATK,0,0,60,0,0,1,"Leaps into the air and moves about freely for 5 seconds, which can be ended early by launching a plunging attack. When the duration ends, plunges and immediately attacks all enemies within a set area. At the start of each wave, applies a Fire Weakness to all enemies, lasting for 2 turn(s). Then, deals Fire DMG equal to 200% of SAM's ATK to all enemies."
firefly,base_fyrefly_type_iv_complete_combustion,Fyrefly Type-IV: Complete Combustion,base,Ultimate,Enhance,5,0,0,0,0,15,"Enters the Complete Combustion state, advances this unit's Action by 100%, and gains Enhanced Basic ATK and Enhanced Skill. While in Complete Combustion, increases SPD by 75, and when using the Enhanced Basic ATK or Enhanced Skill, increases this unit's Weakness Break Efficiency by 50% and increases the Break DMG dealt by SAM to the enemy targets by 25%, lasting until this current attack ends. A countdown timer for the Complete Combustion state appears in the Action Order. When the countdown timer's turn starts, SAM exits the Complete Combustion state. The countdown timer has a fixed SPD of 70. SAM cannot use Ultimate while in Complete Combustion."
firefly,enhanced_fyrefly_type_iv_pyrogenic_decimation,Fyrefly Type-IV: Pyrogenic Decimation,enhanced,Basic ATK,Single ATK,0,0,45,0,0,10,Restores HP by an amount equal to 20% of this unit's Max HP. Deals Fire DMG equal to 280% of SAM's ATK to one designated enemy target.
firefly,enhanced_fyrefly_type_iv_deathstar_overload,Fyrefly Type-IV: Deathstar Overload,enhanced,Skill,Blast,0,1,90,0,45,15,"Restores HP by an amount equal to 25% of this unit's Max HP. Applies Fire Weakness to one designated enemy target, lasting for 2 turn(s). Deals Fire DMG equal to (0.2 × Break Effect + 250%) of SAM's ATK to this target. At the same time, deals Fire DMG equal to (0.1 × Break Effect + 125%) of SAM's ATK to adjacent targets. The Break Effect taken into the calculation is capped at 360%."
fu_xuan,base_novaburst,Novaburst,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Quantum DMG equal to 70% of Fu Xuan's Max HP to one designated enemy.
fu_xuan,base_known_by_stars_shown_by_hearts,"Known by Stars, Shown by Hearts",base,Skill,Defence,30,1,0,0,0,15,"Activates Matrix of Prescience, via which Fu Xuan's teammates will Distribute 65% of the DMG they receive (before this DMG is mitigated by any Shields) to Fu Xuan for 3 turn(s). While affected by Matrix of Prescience, all ally targets gain the Knowledge effect, which increases their respective Max HP by 7.5% of Fu Xuan's Max HP, and increases CRIT Rate by 15%. When Fu Xuan is knocked down, the Matrix of Prescience will be dispelled."
fu_xuan,base_bleak_breeds_bliss,Bleak Breeds Bliss,base,Talent,Restore,0,0,0,0,0,15,"While Fu Xuan is still active in combat, Misfortune Avoidance is applied to the entire team. With Misfortune Avoidance, allies take 22% less DMG. When Fu Xuan's current HP percentage falls to 50% of her Max HP or less, HP Restore will be triggered for Fu Xuan, restoring her HP by 95% of the amount of HP she is currently missing. This effect cannot be triggered if she receives a killing blow. This effect has 1 trigger count by default and can hold up to a maximum of 2 trigger counts."
fu_xuan,base_of_fortune_comes_fate,Of Fortune Comes Fate,base,Technique,Defence,0,0,0,0,0,1,"After the Technique is used, all team members receive a Barrier, lasting for 20 seconds. This Barrier can block all enemy attacks, and the team will not enter combat when attacked. Entering battle while the Barrier is active will have Fu Xuan automatically activate Matrix of Prescience at the start of the battle, lasting for 2 turn(s)."
fu_xuan,base_woes_of_many_morphed_to_one,Woes of Many Morphed to One,base,Ultimate,AoE ATK,5,0,0,60,0,15,Deals Quantum DMG equal to 120% of Fu Xuan's Max HP to all enemies and obtains 1 trigger count for the HP Restore effect granted by Fu Xuan's Talent.
fugue,base_radiant_streak,Radiant Streak,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of Fugue's ATK to one designated enemy.
fugue,base_virtue_beckons_bliss,Virtue Beckons Bliss,base,Skill,Support,30,1,0,0,0,15,"Grants one designated ally ""Foxian Prayer"". Enters the ""Torrid Scorch"" state, lasting for 3 turn(s). The duration decreases by 1 at the start of Fugue's every turn. ""Foxian Prayer"" only takes effect on the most recent target of Fugue's Skill. The ally target with ""Foxian Prayer"" increases their Break Effect by 37.5% and can also reduce Toughness even when attacking enemies that don't have the corresponding Weakness Type, with the effect equivalent to 50% of the original Toughness Reduction value. This cannot stack with other Toughness Reduction effects that also ignore Weakness Type. While in the ""Torrid Scorch"" state, Fugue enhances her Basic ATK. Every time an ally target with ""Foxian Prayer"" attacks, Fugue has a 100% base chance to reduce the attacked enemy target's DEF by 23%, lasting for 2 turn(s)."
fugue,base_fortune_follows_where_virtue_spreads,Fortune Follows Where Virtue Spreads,base,Talent,Impair,0,0,0,0,0,15,"While Fugue is on the field, enemy targets will get additionally afflicted with ""Cloudflame Luster,"" equal to 40% of their Max Toughness. When the initial Toughness is reduced to 0, ""Cloudflame Luster"" can continue to be reduced. When ""Cloudflame Luster"" is reduced to 0, the enemy will receive Weakness Break DMG again. While Fugue is on the field and after allies attack Weakness Broken enemy targets, converts the Toughness Reduction of this attack into 1 instance of 125% Super Break DMG."
fugue,base_percipient_shine,Percipient Shine,base,Technique,Impair,0,0,0,0,0,1,"After using Technique, inflicts Daze on enemies within a certain area, lasting for 10 second(s). While Dazed, enemies will not actively attack ally targets. After entering battle via actively attacking Dazed enemies, Fugue's action advances by 40%, with a 100% base chance to inflict each enemy target with the same DEF Reduction state as that applied by Fugue's Skill, lasting for 2 turn(s)."
fugue,base_solar_splendor_shines_upon_all,Solar Splendor Shines Upon All,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Fire DMG equal to 250% of Fugue's ATK to all enemies. This attack ignores Weakness Type to reduce all enemies' Toughness. And when breaking Weakness, triggers the Fire Weakness Break effect."
fugue,enhanced_fiery_caress,Fiery Caress,enhanced,Basic ATK,Blast,20,0,30,0,15,10,Deals Fire DMG equal to 140% of Fugue's ATK to one designated enemy and Fire DMG equal to 70% of Fugue's ATK to adjacent targets.
gallagher,base_corkage_fee,Corkage Fee,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of Gallagher's ATK to one designated enemy target.
gallagher,base_special_brew,Special Brew,base,Skill,Restore,30,1,0,0,0,15,Immediately heals a target ally for 2020 HP.
gallagher,base_tipsy_tussle,Tipsy Tussle,base,Talent,Restore,0,0,0,0,0,15,"The Besotted state makes targets receive 15% more Break DMG. Every time a Besotted target gets attacked by an ally, the attacking ally's HP is restored by 808."
gallagher,base_artisan_elixir,Artisan Elixir,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. Upon entering battle, inflicts Besotted on all enemies, lasting for 2 turn(s). And deals Fire DMG equal to 50% of Gallagher's ATK to all enemies."
gallagher,base_champagne_etiquette,Champagne Etiquette,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Inflicts Besotted on all enemies, lasting for 2 turn(s). At the same time, deals Fire DMG equal to 187.5% of Gallagher's ATK to all enemies, and enhances his next Basic ATK to Nectar Blitz."
gallagher,enhanced_nectar_blitz,Nectar Blitz,enhanced,Basic ATK,Single ATK,20,0,90,0,0,10,"Deals Fire DMG equal to 350% of Gallagher's ATK to one designated enemy target. Reduces the target's ATK by 19%, lasting for 2 turn(s)."
gepard,base_fist_of_conviction,Fist of Conviction,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Ice DMG equal to 140% of Gepard's ATK to one designated enemy.
gepard,base_daunting_smite,Daunting Smite,base,Skill,Single ATK,30,1,60,0,0,15,"Deals Ice DMG equal to 250% of Gepard's ATK to one designated enemy, with a 65% base chance to Freeze the enemy for 1 turn(s). While Frozen, the enemy cannot take action and will take Ice Additional DMG equal to 75% of Gepard's ATK at the beginning of each turn."
gepard,base_unyielding_will,Unyielding Will,base,Talent,Restore,0,0,0,0,0,15,"When struck with a killing blow, instead of becoming knocked down, Gepard's HP immediately restores to 62.5% of his Max HP. This effect can only trigger once per battle."
gepard,base_comradery,Comradery,base,Technique,Defence,0,0,0,0,0,1,"After Gepard uses his Technique, when the next battle begins, a Shield will be applied to all allies, absorbing DMG equal to 24% of Gepard's DEF plus 150 for 2 turn(s)."
gepard,base_enduring_bulwark,Enduring Bulwark,base,Ultimate,Defence,5,0,0,0,0,15,"Applies a Shield to all allies, absorbing DMG equal to 52.5% of Gepard's DEF plus 768.75 for 3 turn(s)."
guinaifen,base_standing_ovation,Standing Ovation,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of Guinaifen's ATK to one designated enemy.
guinaifen,base_blazing_welcome,Blazing Welcome,base,Skill,Blast,30,1,60,0,30,15,"Deals Fire DMG equal to 150% of Guinaifen's ATK to one designated enemy and Fire DMG equal to 50% of Guinaifen's ATK to any adjacent enemies, with a 100% base chance to Burn the target and adjacent targets. When Burned, enemies will take a Fire DoT equal to 272.77% of Guinaifen's ATK at the beginning of each turn, lasting for 2 turn(s)."
guinaifen,base_patraeon_benefits,PatrAeon Benefits,base,Talent,Impair,0,0,0,0,0,15,"When Guinaifen is on the field, there is a 100% base chance to apply Firekiss to an enemy after their Burn status causes DMG. While inflicted with Firekiss, the enemy receives 8.5% increased DMG, which lasts for 3 turn(s) and can stack up to 3 time(s)."
guinaifen,base_skill_showcase,Skill Showcase,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. After entering battle, deals DMG for 4 time(s), dealing Fire DMG equal to 50% of Guinaifen's ATK to a random single enemy target each time, with a 100% base chance of inflicting Firekiss on them."
guinaifen,base_watch_this_showstopper,Watch This Showstopper,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Fire DMG equal to 144% of Guinaifen's ATK to all enemies. If the target enemy is currently inflicted with Burn, then their Burn status immediately produces DMG equal to 102% of their original DMG."
hanya,base_oracle_brush,Oracle Brush,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Physical DMG equal to 140% of Hanya's ATK to one designated enemy.
hanya,base_samsara_locked,"Samsara, Locked",base,Skill,Single ATK,30,1,60,0,0,15,"Deals Physical DMG equal to 300% of Hanya's ATK to one designated enemy target, then applies ""Burden"" to them. For every 2 Basic ATKs, Skills, or Ultimates allies use on an enemy with ""Burden,"" allies will immediately recover 1 Skill Point. ""Burden"" is only active on the latest target it is applied to, and will be dispelled automatically after the Skill Point recovery effect has been triggered 2 times."
hanya,base_sanction,Sanction,base,Talent,Support,0,0,0,0,0,15,"When an ally uses a Basic ATK, Skill, or Ultimate on an enemy inflicted with Burden, the DMG dealt increases by 37.5%, lasting for 2 turn(s)."
hanya,base_netherworld_judgment,Netherworld Judgment,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. After entering battle, applies Burden equivalent to that applied by the Skill to a random enemy."
hanya,base_ten_lords_decree_all_shall_obey,"Ten-Lords' Decree, All Shall Obey",base,Ultimate,Enhance,5,0,0,0,0,15,"Increases the SPD of a target ally by 22.5% of Hanya's SPD and increases the same target ally's ATK by 72%, lasting for 2 turn(s)."
herta,base_what_are_you_looking_at,What Are You Looking At?,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Ice DMG equal to 140% of Herta's ATK to one designated enemy.
herta,base_one_time_offer,One-Time Offer,base,Skill,AoE ATK,30,1,0,30,0,15,"Deals Ice DMG equal to 125% of Herta's ATK to all enemies. If the enemy's HP percentage is 50% or higher, DMG dealt to this target increases by 20%."
herta,base_fine_i_ll_do_it_myself,"Fine, I'll Do It Myself",base,Talent,AoE ATK,5,0,0,15,0,15,"When an ally target's attack causes an enemy target's HP percentage to fall to 50% or lower, Herta will launch a Follow-Up ATK, dealing Ice DMG equal to 47.5% of Herta's ATK to all enemies."
herta,base_it_can_still_be_optimized,It Can Still Be Optimized,base,Technique,Enhance,0,0,0,0,0,1,"After using her Technique, Herta's ATK increases by 40% for 3 turn(s) at the beginning of the next battle."
herta,base_it_s_magic_i_added_some_magic,"It's Magic, I Added Some Magic",base,Ultimate,AoE ATK,5,0,0,60,0,15,Deals Ice DMG equal to 240% of Herta's ATK to all enemies.
himeko,base_sawblade_tuning,Sawblade Tuning,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of Himeko's ATK to one enemy.
himeko,base_molten_detonation,Molten Detonation,base,Skill,Blast,30,1,60,0,30,15,Deals Fire DMG equal to 250% of Himeko's ATK to one designated enemy and Fire DMG equal to 100% of Himeko's ATK to enemies adjacent to it.
himeko,base_victory_rush,Victory Rush,base,Talent,AoE ATK,10,0,0,30,0,15,"When an enemy target is inflicted with Weakness Break, Himeko gains 1 point of Charge (max 3 points). If Himeko is fully Charged when an ally target performs an attack, Himeko immediately performs 1 Follow-Up ATK and deals Fire DMG equal to 175% of her ATK to all enemies, consuming all Charge points. At the start of the battle, Himeko gains 1 point of Charge."
himeko,base_incomplete_combustion,Incomplete Combustion,base,Technique,Impair,0,0,0,0,0,1,"After using Technique, creates a Special Dimension that lasts for 15 second(s). After entering battle with enemies in the Special Dimension, there is a 100% base chance to increase Fire DMG taken by enemies by 10% for 2 turn(s). Only 1 Dimension Effect created by allies can exist at the same time."
himeko,base_heavenly_flare,Heavenly Flare,base,Ultimate,AoE ATK,5,0,0,60,0,15,Deals Fire DMG equal to 276% of Himeko's ATK to all enemies. Himeko regenerates 5 extra Energy for each enemy defeated.
hook,base_hehe_don_t_get_burned,Hehe! Don't Get Burned!,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of Hook's ATK to one designated enemy.
hook,base_hey_remember_hook,Hey! Remember Hook?,base,Skill,Single ATK,30,1,60,0,0,15,"Deals Fire DMG equal to 300% of Hook's ATK to one designated enemy. In addition, there is a 100% base chance to inflict Burn for 2 turn(s). When afflicted with Burn, enemies will take Fire DoT equal to 81.25% of Hook's ATK at the beginning of each turn."
hook,base_ha_oil_to_the_flames,Ha! Oil to the Flames!,base,Talent,Enhance,0,0,0,0,0,15,"When attacking a target afflicted with Burn, deals Fire Additional DMG equal to 125% of Hook's ATK and regenerates 5 extra Energy."
